Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H1,1999,1999,1999,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,1014,-1,N/A,,1014,,2036,2036,,0
H1,1999,1999,1999,6,1,0,M,678,Sao Tome and Principe,STP,266,Gabon,GAB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,796,-1,N/A,,796,,1120,1120,,0
H1,1999,1999,1999,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,218,-1,N/A,,218,,916,916,,0
H1,2000,2000,2000,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,27,-1,N/A,,70,,13,13,,2
H1,2000,2000,2000,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,27,-1,N/A,,70,,13,13,,2
H1,2001,2001,2001,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,540,-1,N/A,,150,,293,293,,2
H1,2001,2001,2001,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,540,-1,N/A,,150,,293,293,,2
H1,2002,2002,2002,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,142,-1,N/A,,330,,77,77,,2
H1,2002,2002,2002,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,142,-1,N/A,,330,,77,77,,2
H1,2003,2003,2003,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4245,-1,N/A,,753,,2132,2132,,2
H1,2003,2003,2003,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4245,-1,N/A,,753,,2132,2132,,2
H1,2004,2004,2004,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,50,-1,N/A,,24,,29,29,,2
H1,2004,2004,2004,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,50,-1,N/A,,24,,29,29,,2
H1,2005,2005,2005,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5828,-1,N/A,,780,,3347,3347,,2
H1,2005,2005,2005,6,1,0,M,678,Sao Tome and Principe,STP,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4877,-1,N/A,,550,,2801,2801,,2
H1,2005,2005,2005,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,950,-1,N/A,,230,,546,546,,2
H1,2006,2006,2006,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5287,-1,N/A,,1172,,3036,3036,,2
H1,2006,2006,2006,6,1,0,M,678,Sao Tome and Principe,STP,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,39,-1,N/A,,10,,22,22,,2
H1,2006,2006,2006,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5248,-1,N/A,,1162,,3014,3014,,2
H1,2007,2007,2007,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,913,-1,N/A,,208,,654,654,,2
H1,2007,2007,2007,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,913,-1,N/A,,208,,654,654,,2
H1,2008,2008,2008,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3465,-1,N/A,,838,,2672,2672,,2
H1,2008,2008,2008,6,1,0,M,678,Sao Tome and Principe,STP,422,Lebanon,LBN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,140,-1,N/A,,87,,108,108,,2
H1,2008,2008,2008,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3324,-1,N/A,,751,,2563,2563,,2
H1,2009,2009,2009,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15599,-1,N/A,,3469,,13383,13383,,2
H1,2009,2009,2009,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15599,-1,N/A,,3469,,13383,13383,,2
H1,2010,2010,2010,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,29779,-1,N/A,,4462,,22732,22732,,2
H1,2010,2010,2010,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15810,-1,N/A,,3162,,12068,12068,,2
H1,2010,2010,2010,6,1,0,M,678,Sao Tome and Principe,STP,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,13969,-1,N/A,,1300,,10663,10663,,2
H3,2011,2011,2011,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6302,-1,N/A,,772,,5086,5086,,2
H3,2011,2011,2011,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6302,-1,N/A,,772,,5086,5086,,2
H3,2012,2012,2012,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6665,-1,N/A,,1669,,6352,6352,,2
H3,2012,2012,2012,6,1,0,M,678,Sao Tome and Principe,STP,266,Gabon,GAB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,99,-1,N/A,,20,,95,95,,2
H3,2012,2012,2012,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6565,-1,N/A,,1649,,6257,6257,,2
H3,2013,2013,2013,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4897,-1,N/A,,1804,,4786,4786,,2
H3,2013,2013,2013,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4897,-1,N/A,,1804,,4786,4786,,2
H3,2014,2014,2014,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,25080,-1,N/A,,8965,,23320,23320,,2
H3,2014,2014,2014,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,25080,-1,N/A,,8965,,23320,23320,,2
H3,2015,2015,2015,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,13415,-1,N/A,,4287,,11540,11540,,2
H3,2015,2015,2015,6,1,0,M,678,Sao Tome and Principe,STP,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,287,-1,N/A,,78,,247,247,,2
H3,2015,2015,2015,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,13128,-1,N/A,,4209,,11293,11293,,2
H3,2016,2016,2016,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18935,-1,N/A,,5375,,14554,14554,,2
H3,2016,2016,2016,6,1,0,M,678,Sao Tome and Principe,STP,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,90,-1,N/A,,30,,69,69,,2
H3,2016,2016,2016,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18845,-1,N/A,,5345,,14486,14486,,2
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,22073,-1,N/A,0,5814,,16577,16577.261,14185.493,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,22073,-1,N/A,0,5814,,16577,16577.261,14185.493,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,208,Denmark,DNK,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2525,-1,N/A,0,800,,1897,1897.017,1705.865,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,208,Denmark,DNK,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2525,-1,N/A,0,800,,1897,1897.017,1705.865,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,528,Netherlands,NLD,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2726,-1,N/A,0,86,,2047,2047.347,2047.343,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,528,Netherlands,NLD,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2726,-1,N/A,0,86,,2047,2047.347,2047.343,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,620,Portugal,PRT,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16821,-1,N/A,0,4928,,12632,12632.897,10432.285,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,620,Portugal,PRT,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16821,-1,N/A,0,4928,,12632,12632.897,10432.285,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2525,-1,N/A,0,800,,1897,1897.017,1705.865,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,208,Denmark,DNK,0,World,W00,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2525,-1,N/A,0,800,,1897,1897.017,1705.865,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,208,Denmark,DNK,208,Denmark,DNK,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2525,-1,N/A,0,800,,1897,1897.017,1705.865,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,208,Denmark,DNK,208,Denmark,DNK,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2525,-1,N/A,0,800,,1897,1897.017,1705.865,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16821,-1,N/A,0,4928,,12632,12632.897,10432.285,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16821,-1,N/A,0,4928,,12632,12632.897,10432.285,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,620,Portugal,PRT,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16821,-1,N/A,0,4928,,12632,12632.897,10432.285,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,620,Portugal,PRT,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16821,-1,N/A,0,4928,,12632,12632.897,10432.285,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2726,-1,N/A,0,86,,2047,2047.347,2047.343,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2726,-1,N/A,0,86,,2047,2047.347,2047.343,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,826,United Kingdom,GBR,528,Netherlands,NLD,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2726,-1,N/A,0,86,,2047,2047.347,2047.343,0
H3,2017,2017,2017,6,1,0,M,678,Sao Tome and Principe,STP,826,United Kingdom,GBR,528,Netherlands,NLD,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2726,-1,N/A,0,86,,2047,2047.347,2047.343,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,11202,-1,N/A,0,2891,,8550,8550.656,6386.168,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1204,-1,N/A,0,116,,919,919.526,378.991,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,9997,-1,N/A,0,2775,,7631,7631.13,6007.176,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,24,Angola,AGO,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,54,-1,N/A,0,140,,41,41.353,25.051,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,24,Angola,AGO,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,54,-1,N/A,0,140,,41,41.353,25.051,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,620,Portugal,PRT,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,11148,-1,N/A,0,2751,,8509,8509.303,6361.117,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,620,Portugal,PRT,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1204,-1,N/A,0,116,,919,919.526,378.991,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,620,Portugal,PRT,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,9943,-1,N/A,0,2635,,7589,7589.777,5982.125,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,24,Angola,AGO,0,World,W00,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,54,-1,N/A,0,140,,41,41.353,25.051,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,24,Angola,AGO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,54,-1,N/A,0,140,,41,41.353,25.051,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,24,Angola,AGO,24,Angola,AGO,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,54,-1,N/A,0,140,,41,41.353,25.051,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,24,Angola,AGO,24,Angola,AGO,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,54,-1,N/A,0,140,,41,41.353,25.051,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,11148,-1,N/A,0,2751,,8509,8509.303,6361.117,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1204,-1,N/A,0,116,,919,919.526,378.991,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,9943,-1,N/A,0,2635,,7589,7589.777,5982.125,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,620,Portugal,PRT,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,11148,-1,N/A,0,2751,,8509,8509.303,6361.117,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,620,Portugal,PRT,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1204,-1,N/A,0,116,,919,919.526,378.991,0
H3,2018,2018,2018,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,620,Portugal,PRT,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,9943,-1,N/A,0,2635,,7589,7589.777,5982.125,0
H3,2019,2019,2019,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,25721,8,kg,6998,6998,0,18631,18631.037,,2
H3,2019,2019,2019,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,64,8,kg,9,9,0,46,46.379,,2
H3,2019,2019,2019,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,0,World,W00,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,25657,8,kg,6989,6989,0,18584,18584.658,,2
H3,2019,2019,2019,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,600,Paraguay,PRY,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,263,8,kg,48,48,0,190,190.955,,2
H3,2019,2019,2019,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,600,Paraguay,PRY,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,263,8,kg,48,48,0,190,190.955,,2
H3,2019,2019,2019,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,620,Portugal,PRT,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,25457,8,kg,6950,6950,0,18440,18440.082,,2
H3,2019,2019,2019,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,620,Portugal,PRT,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,64,8,kg,9,9,0,46,46.379,,2
H3,2019,2019,2019,6,1,0,M,678,Sao Tome and Principe,STP,0,World,W00,620,Portugal,PRT,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,25393,8,kg,6941,6941,0,18393,18393.703,,2
H3,2019,2019,2019,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,25657,8,kg,6989,6989,0,18584,18584.658,,2
H3,2019,2019,2019,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,64,8,kg,9,9,0,46,46.379,,2
H3,2019,2019,2019,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,25721,8,kg,6998,6998,0,18631,18631.037,,2
H3,2019,2019,2019,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,600,Paraguay,PRY,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,263,8,kg,48,48,0,190,190.955,,2
H3,2019,2019,2019,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,600,Paraguay,PRY,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,263,8,kg,48,48,0,190,190.955,,2
H3,2019,2019,2019,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,620,Portugal,PRT,C00,All CPCs,2000,Water,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,25393,8,kg,6941,6941,0,18393,18393.703,,2
H3,2019,2019,2019,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,620,Portugal,PRT,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,64,8,kg,9,9,0,46,46.379,,2
H3,2019,2019,2019,6,1,0,M,678,Sao Tome and Principe,STP,620,Portugal,PRT,620,Portugal,PRT,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,25457,8,kg,6950,6950,0,18440,18440.082,,2
